رقم الطلب,حالة الطلب,المدينة,SKU,طريقة الدفع,تاريخ الطلب
55791530,تم التوصيل,Al Jubail,['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55781007,تم التوصيل,Riyadh,['(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55783132,تم التوصيل,Al Khobar,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],دفع عند الإستلام,02/01/2023
55716432,تم التوصيل,Al Jubail,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)']",البطاقة الإئتمانية,02/01/2023
55737376,تم التوصيل,Jeddah,['(SKU: HONY1000M)عسل سدر 1كيلو(Qty: 4)'],مدى,02/01/2023
55740660,تم التوصيل,Jeddah,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55739135,تم التوصيل,Tayma,['(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)'],دفع عند الإستلام,02/01/2023
55757481,تم التوصيل,Jeddah,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55695318,تم التوصيل,Taif,['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)'],مدى,02/01/2023
55711352,تم التوصيل,Abha,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,02/01/2023
55778224,تم التوصيل,Taif,['(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55697423,تم التوصيل,Arar,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,02/01/2023
55733596,تم التوصيل,Riyadh,['(SKU: OLIVEOILE4000M)زيت زيتون بكر قطفة أولى 4لتر(Qty: 1)'],مدى,02/01/2023
55688047,تم التوصيل,Medina,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55688830,تم التوصيل,Samtah,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],تمارا,02/01/2023
55793687,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],تمارا,02/01/2023
55728529,تم التوصيل,Al Khobar,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,02/01/2023
55734435,تم التوصيل,Riyadh,['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55705576,تم التوصيل,Medina,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55693426,تم التوصيل,Khulais,['(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)'],دفع عند الإستلام,02/01/2023
55734617,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,02/01/2023
55772598,تم التوصيل,Medina,['(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)'],مدى,02/01/2023
55759374,تم التوصيل,Ahad Rafidah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],تمارا,02/01/2023
55697349,تم التوصيل,Riyadh,['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)'],مدى,02/01/2023
55770402,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55713282,تم التوصيل,Tabuk,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55738676,تم التوصيل,Jeddah,['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)'],مدى,02/01/2023
55740450,تم التوصيل,Riyadh,['(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)'],مدى,02/01/2023
55732434,تم التوصيل,Mecca,"['(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)','(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 1)']",تمارا,02/01/2023
55720630,تم التوصيل,Dammam,['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)'],مدى,02/01/2023
55697611,تم التوصيل,Az Zulfi,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,02/01/2023
55789437,تم التوصيل,Jeddah,"['(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)','(SKU: 1LM6M)عرض الشتوية(Qty: 1)']",مدى,02/01/2023
55735680,تم التوصيل,Jeddah,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],دفع عند الإستلام,02/01/2023
55747624,تم التوصيل,Al Jubail,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: 1LM6M)عرض الشتوية(Qty: 1)']",دفع عند الإستلام,02/01/2023
55775347,تم التوصيل,Riyadh,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)']",البطاقة الإئتمانية,02/01/2023
55688597,تم التوصيل,Al Kharj,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)']",تمارا,02/01/2023
55735351,ملغي,Jeddah,"['(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 1)','(SKU: HONY500M)عسل سدر 0.5 كيلو(Qty: 1)']",دفع عند الإستلام,02/01/2023
55786026,تم التوصيل,Yanbu Al Nakhal,['(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 3)'],دفع عند الإستلام,02/01/2023
55701204,تم التوصيل,Al Ahsa,"['(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 1)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 2)']",تمارا,02/01/2023
55767454,تم التوصيل,Al Khobar,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55771613,تم التوصيل,Riyadh,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55765868,تم التوصيل,عريعرة,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55752959,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,02/01/2023
55745176,تم التوصيل,Riyadh,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],مدى,02/01/2023
55747318,تم التوصيل,Riyadh,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 2)'],البطاقة الإئتمانية,02/01/2023
55731963,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,02/01/2023
55758230,تم التوصيل,Duba,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55709071,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,02/01/2023
55725397,تم التوصيل,Jeddah,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55704554,تم التوصيل,Jeddah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,02/01/2023
55717167,تم التوصيل,Riyadh,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: 1LM6M)عرض الشتوية(Qty: 1)']",تمارا,02/01/2023
55719773,تم التوصيل,Bishah,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55775400,تم التوصيل,Al Ahsa,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,02/01/2023
55726493,تم التوصيل,Saihat,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 2)','(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)']",البطاقة الإئتمانية,02/01/2023
55735290,تم التوصيل,Turaif,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,02/01/2023
55697671,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,02/01/2023
55746074,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,02/01/2023
55733822,تم التوصيل,Al Ahsa,['(SKU: OLIVEOILE4000M)زيت زيتون بكر قطفة أولى 4لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55761966,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],تمارا,02/01/2023
55688723,تم التوصيل,Jeddah,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55707799,تم التوصيل,Al Ahsa,"['(SKU: 1LM6M)عرض الشتوية(Qty: 1)','(SKU: HONY1000M)عسل سدر 1كيلو(Qty: 1)']",البطاقة الإئتمانية,02/01/2023
55721311,تم التوصيل,Al Jubail,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55703478,تم التوصيل,Jeddah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],تمارا,02/01/2023
55734548,تم التوصيل,Raudat Sudair,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],مدى,02/01/2023
55761647,تم التوصيل,Jeddah,"['(SKU: 1LM6M)عرض الشتوية(Qty: 1)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)']",مدى,02/01/2023
55775060,مسترجع,Hafar Al Batin,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,02/01/2023
55709158,تم التوصيل,Riyadh,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],تمارا,02/01/2023
55779913,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55688404,تم التوصيل,Riyadh,['(SKU: BP450MM)عرض صفوة الجوف الكبير(Qty: 1)'],مدى,02/01/2023
55768015,تم التوصيل,Hafar Al Batin,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],دفع عند الإستلام,02/01/2023
55771526,تم التوصيل,Jeddah,['(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55713553,تم التوصيل,Al Badayea,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],تمارا,02/01/2023
55741545,تم التوصيل,Jeddah,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,02/01/2023
55758003,تم التوصيل,Al Ahsa,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55786598,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,02/01/2023
55739803,تم التوصيل,Jeddah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55781880,تم التوصيل,Jeddah,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55787222,تم التوصيل,Al Majmaah,['(SKU: BP450MM)عرض صفوة الجوف الكبير(Qty: 1)'],دفع عند الإستلام,02/01/2023
55788254,تم التوصيل,Riyadh,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)']",البطاقة الإئتمانية,02/01/2023
55748988,تم التوصيل,Al Kharj,"['(SKU: OLIVEOILE4000M)زيت زيتون بكر قطفة أولى 4لتر(Qty: 1)','(SKU: HONY1000M)عسل سدر 1كيلو(Qty: 1)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 4)']",البطاقة الإئتمانية,02/01/2023
55694416,تم التوصيل,Mecca,['(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55733131,تم التوصيل,Sabt Alalayah,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,02/01/2023
55744602,تم التوصيل,Mecca,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,02/01/2023
55735914,تم التوصيل,Baish,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55727579,تم التوصيل,Dhurma,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],دفع عند الإستلام,02/01/2023
55693845,تم التوصيل,Jeddah,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55793604,تم التوصيل,Sharorah,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],مدى,02/01/2023
55697606,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,02/01/2023
55686332,تم التوصيل,Al Sulaiyl (Wadi al-Dawasir),['(SKU: BP450MM)عرض صفوة الجوف الكبير(Qty: 1)'],دفع عند الإستلام,02/01/2023
55771059,تم التوصيل,Arar,"['(SKU: 1LM6M)عرض الشتوية(Qty: 1)','(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)']",دفع عند الإستلام,02/01/2023
55778934,تم التوصيل,Medina,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55703963,تم التوصيل,Al Uwayqilah,"['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)']",دفع عند الإستلام,02/01/2023
55779434,ملغي,Al Namas,['(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)'],دفع عند الإستلام,02/01/2023
55743719,تم التوصيل,Mecca,"['(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)','(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)']",البطاقة الإئتمانية,02/01/2023
55793709,تم التوصيل,Jeddah,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],مدى,02/01/2023
55717955,تم التوصيل,Jeddah,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],مدى,02/01/2023
55771161,تم التوصيل,Bishah,['(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)'],مدى,02/01/2023
55760936,تم التوصيل,Dammam,"['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)','(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)']",دفع عند الإستلام,02/01/2023
55740113,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],تمارا,02/01/2023
55719059,تم التوصيل,Jeddah,"['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)','(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)']",البطاقة الإئتمانية,02/01/2023
55709471,تم التوصيل,Jeddah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55737203,تم التوصيل,Khamis Mushait,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,02/01/2023
55779531,تم التوصيل,Riyadh,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],تمارا,02/01/2023
55723087,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55712199,تم التوصيل,Mecca,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],دفع عند الإستلام,02/01/2023
55718906,تم التوصيل,Mecca,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55759758,تم التوصيل,Baish,['(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)'],دفع عند الإستلام,02/01/2023
55769413,تم التوصيل,Mecca,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],تمارا,02/01/2023
55729904,تم التوصيل,Abha,"['(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: 1LM6M)عرض الشتوية(Qty: 1)']",البطاقة الإئتمانية,02/01/2023
55739149,تم التوصيل,Riyadh,"['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)','(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)']",مدى,02/01/2023
55747068,تم التوصيل,Jeddah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55766171,تم التوصيل,Arar,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],مدى,02/01/2023
55762765,تم التوصيل,Riyadh,['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55689272,تم التوصيل,Ranyah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55781346,تم التوصيل,Riyadh,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55701410,تم التوصيل,Al Khurma,['(SKU: BP450MM)عرض صفوة الجوف الكبير(Qty: 1)'],دفع عند الإستلام,02/01/2023
55737128,تم التوصيل,Riyadh,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55687611,تم التوصيل,Hail,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,02/01/2023
55784757,تم التوصيل,Wadi ad-Dawasir,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,02/01/2023
55736189,تم التوصيل,Riyadh,"['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)']",البطاقة الإئتمانية,02/01/2023
55781585,تم التوصيل,Al Jubail,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55722426,تم التوصيل,Jeddah,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],دفع عند الإستلام,02/01/2023
55687583,تم التوصيل,Hail,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 1)']",مدى,02/01/2023
55691923,تم التوصيل,Jeddah,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],تمارا,02/01/2023
55725764,تم التوصيل,DIRIYAH,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],تمارا,02/01/2023
55734867,تم التوصيل,Marat,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],دفع عند الإستلام,02/01/2023
55760709,تم التوصيل,Taif,['(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)'],مدى,02/01/2023
55745489,مسترجع,Taif,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],دفع عند الإستلام,02/01/2023
55763848,تم التوصيل,Madinat Yanbu' as Sina'iyah,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],تمارا,02/01/2023
55755488,تم التوصيل,Riyadh,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],مدى,02/01/2023
55733212,تم التوصيل,Najran,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],دفع عند الإستلام,02/01/2023
55727425,تم التوصيل,DIRIYAH,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: 1LM6M)عرض الشتوية(Qty: 1)']",البطاقة الإئتمانية,02/01/2023
55737051,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,02/01/2023
55756100,تم التوصيل,Ad Dilam,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,02/01/2023
55742364,تم التوصيل,Riyadh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 4)'],البطاقة الإئتمانية,02/01/2023
55707969,تم التوصيل,Mecca,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,02/01/2023
55712754,تم التوصيل,Al Majmaah,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,02/01/2023
55777659,تم التوصيل,Jeddah,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],تمارا,02/01/2023
55756561,تم التوصيل,Rafha,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,02/01/2023
55715596,تم التوصيل,Al Makhwah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],تمارا,02/01/2023
55736614,تم التوصيل,Ahad Rafidah,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],تمارا,02/01/2023
55710404,تم التوصيل,Thurayban,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55745177,تم التوصيل,Tathleeth,['(SKU: OLIVEOILE2000M)زيت زيتون بكر قطفة أولى 2لتر(Qty: 1)'],دفع عند الإستلام,02/01/2023
55747098,تم التوصيل,Riyadh,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],تمارا,02/01/2023
55724094,تم التوصيل,Hail,"['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)','(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)']",البطاقة الإئتمانية,02/01/2023
55771660,تم التوصيل,Riyadh,"['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)','(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)']",البطاقة الإئتمانية,02/01/2023
55785412,تم التوصيل,Al Muzahimiyah,['(SKU: OLIVEOILE4000M)زيت زيتون بكر قطفة أولى 4لتر(Qty: 1)'],مدى,02/01/2023
55697521,ملغي,Yadamah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,02/01/2023
55737299,تم التوصيل,Jeddah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],تمارا,02/01/2023
55709377,تم التوصيل,Riyadh,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],مدى,02/01/2023
55687552,تم التوصيل,Muhayil,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55737858,تم التوصيل,Al Ghat,"['(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)','(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)']",مدى,02/01/2023
55731430,تم التوصيل,Jeddah,['(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 2)'],دفع عند الإستلام,02/01/2023
55755770,تم التوصيل,Safwa,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 2)','(SKU: HONY250M)عسل سدر ربع كيلو(Qty: 1)']",البطاقة الإئتمانية,02/01/2023
55689333,تم التوصيل,Buraydah,"['(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)','(SKU: 1LM6M)عرض الشتوية(Qty: 1)']",مدى,02/01/2023
55727181,ملغي,Al Ahsa,"['(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 1)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)']",دفع عند الإستلام,02/01/2023
55732516,تم التوصيل,Riyadh,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],دفع عند الإستلام,02/01/2023
55734730,تم التوصيل,Riyadh,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],مدى,02/01/2023
55785096,تم التوصيل,Al Kharj,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,02/01/2023
55711081,تم التوصيل,Namerah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55751356,تم التوصيل,Riyadh,['(SKU: BP450MM)عرض صفوة الجوف الكبير(Qty: 1)'],تمارا,02/01/2023
55709763,تم التوصيل,Mecca,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],دفع عند الإستلام,02/01/2023
55764119,تم التوصيل,Khamis Mushait,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],مدى,02/01/2023
55724415,تم التوصيل,Riyadh,"['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)']",دفع عند الإستلام,02/01/2023
55714712,تم التوصيل,Mecca,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],دفع عند الإستلام,02/01/2023
55785203,تم التوصيل,Jeddah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],دفع عند الإستلام,02/01/2023
55745250,تم التوصيل,Al Wajh,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],البطاقة الإئتمانية,02/01/2023
55758382,تم التوصيل,Dammam,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],دفع عند الإستلام,02/01/2023
55731669,تم التوصيل,Hail,['(SKU: 4LM3M)عرض الزيت 12 لتر(Qty: 1)'],تمارا,02/01/2023
55792027,تم التوصيل,Turaif,['(SKU: THYME500M)زعتر بري فاخر 0.5 كيلو(Qty: 3)'],مدى,02/01/2023
55701391,تم التوصيل,Buraydah,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],تمارا,02/01/2023
55690156,تم التوصيل,Jeddah,['(SKU: SP250MM)عرض صفوة الجوف الوسط(Qty: 1)'],تمارا,02/01/2023
55709563,تم التوصيل,Madinat Yanbu' as Sina'iyah,['(SKU: 1LM6M)عرض الشتوية(Qty: 1)'],مدى,02/01/2023
55718454,تم التوصيل,Riyadh,['(SKU: OLIVEOILE4000M)زيت زيتون بكر قطفة أولى 4لتر(Qty: 1)'],دفع عند الإستلام,02/01/2023
55740221,تم التوصيل,Taif,['(SKU: 2LM3M)عرض الزيت 6 لتر(Qty: 1)'],تمارا,02/01/2023
55697817,ملغي,Jazan,"['(SKU: OLIVEOILE1000M)زيت زيتون بكر قطفة أولى 1لتر(Qty: 1)','(SKU: THYME1000M)زعتر بري فاخر 1 كيلو(Qty: 1)']",دفع عند الإستلام,02/01/2023
